text,intent,escalation_required,language_style,difficulty,scenario_type,notes,tags
Search function kuch nahi dikha raha.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
What is the monthly charge?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
The error I reported is gone after the patch. Thanks!,technical_support,false,,,,v3 resolution,"[""resolution_state""]"
I've lost confidence in your platform after this incident.,complaint,true,,,,v3 esc hard pos,"[""escalation_positive""]"
What should I know about privacy settings?,general_question,false,,,,v3 bulk gq3,"[""standard""]"
I want to buy but first help me understand the pricing,pricing,false,,,,v3 multi-intent,"[""multi_intent""]"
Do you support two-factor authentication?,product_question,false,,,,product feature question,"[""standard""]"
ur websit is nt loadin at all,technical_support,false,,,,v4 noisy,"[""noisy""]"
What are the benefits of the workflow builder?,general_question,false,,,,v3 bulk gq,"[""standard""]"
Can you connect me to a senior representative?,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
Is there a tutorial for user permissions?,general_question,false,,,,bulk addition 4,"[""standard""]"
I do not want to speak to anyone. Just answer here.,general_question,false,,,,v3 negation,"[""negation""]"
Your incompetence is costing my business real money.,complaint,true,,,,v4 esc+,"[""escalation_positive""]"
I feel like a beta tester for a product I paid for.,complaint,false,,,,bulk addition,"[""standard""]"
Not urgent. Please don't escalate this.,general_question,false,,,,v3 bulk negation,"[""negation""]"
Our company has selected your platform for rollout.,sales,false,,,,bulk addition,"[""standard""]"
Mera account issue hai aur main bahut frustrated hu.,account_issue,true,,,,v3 bulk multi hinglish,"[""multi_intent"", ""hinglish""]"
The webhook integration is showing incorrect data.,technical_support,false,,,,bulk addition 4,"[""standard""]"
The mobile app keeps failing.,technical_support,false,,,,bulk addition 4,"[""standard""]"
The bug that crashed my reports is fixed. Thanks team.,technical_support,false,,,,v3 resolution,"[""resolution_state""]"
I have a question about features and a problem with login.,account_issue,false,,,,v3 bulk multi3,"[""multi_intent""]"
"Nice, thanks!",other,false,,,,v3 balance3,"[""standard""]"
Where can I find documentation about audit logging?,general_question,false,,,,v3 bulk gq,"[""standard""]"
The bulk edit feature seems to be broken.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
I have an account issue and it's making me very angry,account_issue,false,,,,v3 multi-intent,"[""multi_intent""]"
Need help resetting my password and checking my plan.,account_issue,false,,,,v3 bulk multi,"[""multi_intent""]"
aapne mera account ka plan downgrade kyun kiya,account_issue,true,,,,v3 bulk hinglish,"[""hinglish""]"
Do I pay extra for migration?,pricing,false,,,,v3 bulk pricing,"[""standard"", ""pricing""]"
Hinglish: help karo.,general_question,false,,,,v4 short,"[""hinglish""]"
kya aap credit card ke alawa bhi payment accept karte ho,pricing,false,,,,,"[""hinglish""]"
I have been unable to work for 3 days because of this issue.,technical_support,true,,,,v3 bulk esc+,"[""escalation_positive""]"
Please don't escalate. I just wanted to share my experience.,complaint,false,,,,v3 esc hard neg,"[""hard_negative_escalation""]"
mera account mein profile update nahi ho raha,account_issue,false,,,,v3 bulk hinglish3,"[""hinglish""]"
The PDF export is not working.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
I don't need anyone to contact me. Period.,general_question,false,,,,v4 esc-,"[""hard_negative_escalation""]"
hw to updgrade my acccount,sales,false,,,,v3 noisy,"[""noisy""]"
Aapne mera account suspend kyun kiya?,account_issue,true,,,,bulk addition 3,"[""hinglish""]"
Is there a minimum monthly spend?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
i wana buy ur premium plan but the cart is broken,sales,true,,,,v3 bulk noisy,"[""noisy""]"
Stop the automated messages. I want to talk to a human.,human_request,true,,,,v3 balance3,"[""standard""]"
Thanks for resolving my issue quickly.,other,false,,,,v3 balance,"[""standard""]"
ur chargin me evry mnth without my concent,pricing,true,,,,v3 bulk noisy,"[""noisy""]"
I resolved it using the help article. No human needed.,technical_support,false,,,,v3 esc hard neg,"[""hard_negative_escalation""]"
No need to involve management. Simple issue.,general_question,false,,,,bulk addition 5,"[""hard_negative_escalation""]"
What is the purpose of activity logs?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
Mera account lock ho gaya hai.,account_issue,false,,,,hinglish account issue,"[""hinglish""]"
aapki website down hai kya,technical_support,true,,,,,"[""hinglish""]"
my acount got hakd help me plz,account_issue,true,,,,bulk addition,"[""noisy""]"
aapka dashboard mere browser mein sahi load nahi ho raha,technical_support,false,,,,v3 bulk hinglish,"[""hinglish""]"
What are the benefits of the integration wizard?,general_question,false,,,,v3 bulk gq,"[""standard""]"
this is the 5th tim i am reportin the same bug,technical_support,true,,,,bulk addition 2,"[""noisy""]"
Our procurement team needs a formal quote.,sales,false,,,,bulk addition 2,"[""standard""]"
mera payment successful dikha raha hai but credits nahi aaye,technical_support,true,,,,,"[""hinglish""]"
Koi mujhe call karke follow up mat karo. Sab theek hai.,general_question,false,,,,v3 esc hard neg hinglish,"[""hard_negative_escalation"", ""resolution_state"", ""hinglish""]"
Account settings keep reverting to default.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
The timezone setting keeps resetting to UTC.,technical_support,false,,,,bulk addition,"[""standard""]"
I want to talk to someone about a custom enterprise deal.,sales,false,,,,v3 balance,"[""standard""]"
Aapki service India mein available hai?,general_question,false,,,,bulk addition,"[""hinglish""]"
Is there a tutorial for the API?,general_question,false,,,,bulk addition 4,"[""standard""]"
the dashboard is showin error 500,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
Can I connect my domain?,general_question,false,,,,general info question,"[""standard""]"
Currency kya hai pricing ki?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
"I want to cancel my subscription, but first explain the refund policy.",refund,false,,,,multi-intent example,"[""multi_intent""]"
The price of the enterprise plan is too high,pricing,false,,,,v3 bulk confusion,"[""standard""]"
What do I need to know about team management?,general_question,false,,,,v3 bulk gq,"[""standard""]"
How do I set up import features?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
I don't need a human. Just answer my question.,general_question,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
I have sales inquiry but also a technical problem.,sales,false,,,,multi-intent example,"[""multi_intent""]"
I don't want a call back. Just confirm via email.,general_question,false,,,,v3 bulk esc-3,"[""hard_negative_escalation""]"
I'm having trouble with The calendar sync.,technical_support,false,,,,bulk addition 4,"[""standard""]"
account activate karne mein kitna time lagta hai?,general_question,false,,,,hinglish general question,"[""hinglish""]"
aapne mujhe refund ka promise kiya tha but nahi diya,refund,true,,,,v3 bulk hinglish,"[""hinglish""]"
Nice,other,false,,,,other / off-topic,"[""standard"", ""other""]"
Can you explain the reporting module?,general_question,false,,,,v3 bulk gq,"[""standard""]"
My data export keeps failing with no error message,technical_support,false,,,,v3 bulk confusion,"[""standard""]"
No help needed. I was just exploring the interface.,other,false,,,,v3 bulk esc-3,"[""hard_negative_escalation""]"
How is premium features priced?,pricing,false,,,,v3 bulk pricing2,"[""standard"", ""pricing""]"
I need to talk to a person about my account security.,human_request,true,,,,v3 balance,"[""standard""]"
Can you guide me through the notification center?,general_question,false,,,,v3 bulk gq3,"[""standard""]"
I'm both requesting a refund and reporting a bug.,refund,true,,,,bulk addition 3,"[""multi_intent""]"
Upgrade my plan right now.,sales,false,,,,v3 info vs action,"[""standard""]"
The bulk edit feature is not applying changes to all selected items.,technical_support,false,,,,v3 balance,"[""standard""]"
I'm happy with product but angry at support.,complaint,false,,,,bulk addition 3,"[""multi_intent""]"
i m getin eror 500 on evry pag,technical_support,false,,,,bulk addition 3,"[""noisy""]"
How is training sessions priced?,pricing,false,,,,v3 bulk pricing2,"[""standard"", ""pricing""]"
The forgot password flow fails at the last step,technical_support,false,,,,v3 confusion: account vs tech,"[""standard""]"
user import is causing errors in my workflow.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
the buton is not wrking,technical_support,false,,,,v3 noisy,"[""noisy""]"
Please ignore. I solved it with the help article.,technical_support,false,,,,v3 bulk esc-,"[""hard_negative_escalation"", ""resolution_state""]"
How do I configure billing history?,general_question,false,,,,v3 bulk gq3,"[""standard""]"
What's the pricing for custom reporting?,pricing,false,,,,bulk addition 4,"[""standard""]"
Transfer me to a human being right this instant.,human_request,true,,,,bulk addition 2,"[""standard""]"
my profil pictur is not updating,account_issue,false,,,,v3 bulk noisy3,"[""noisy""]"
I'm ready to buy. Process my payment.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
Your product pricing is too high and your support is slow.,pricing,false,,,,v3 bulk multi,"[""multi_intent""]"
I'm losing revenue every minute this is down.,technical_support,true,,,,v4 esc+,"[""escalation_positive""]"
Complaint about your service and I want to speak to a manager.,human_request,true,,,,v3 bulk multi,"[""multi_intent""]"
I get an error when using The search bar.,technical_support,false,,,,bulk addition 4,"[""standard""]"
How much per user annually?,pricing,false,,,,v3 confusion: pricing vs sales,"[""standard""]"
hw do i add team membrs to my workspace,general_question,false,,,,v3 bulk noisy,"[""noisy""]"
What is the cost of migration?,pricing,false,,,,v3 bulk pricing,"[""standard"", ""pricing""]"
The The calendar sync feature is causing errors.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Refund my money or I will share my experience on social media.,refund,true,,,,v3 balance,"[""standard""]"
I demand compensation for the poor service.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
Where can I find documentation about the import tool?,general_question,false,,,,bulk addition 4,"[""standard""]"
I have proof of your false claims. Legal action pending.,complaint,true,,,,bulk addition 5,"[""escalation_positive""]"
I accidentally deleted my workspace.,account_issue,true,,,,bulk addition 3,"[""standard""]"
ur support team never replys on time,complaint,false,,,,v3 bulk noisy,"[""noisy""]"
I want a full refund because your service never worked.,refund,true,,,,v3 balance3,"[""standard""]"
I need someone with authority to override this restriction.,human_request,true,,,,v3 esc hard pos,"[""escalation_positive""]"
Can I customize session timeouts?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
i dont lik this servis,complaint,false,,,,spelling/noisy text,"[""noisy""]"
aapki service band kaise kare,general_question,false,,,,,"[""hinglish""]"
hw many users can i ad,product_question,false,,,,v3 noisy,"[""noisy""]"
Is there a role-based access control?,product_question,false,,,,product feature question,"[""standard""]"
This is false advertising. I want my money back.,refund,true,,,,bulk addition,"[""confusion_pair""]"
